Max Iterations,Feature Set,Learning Rate,Type Set,MATCHES,MISMATCHES,TRUE POSITIVES,TRUE NEGATIVES,PREDICTED POSITIVES,PREDICTED NEGATIVES,ACTUAL POSITIVES,ACTUAL NEGATIVES,ACCURACY,PRECISION (POS),RECALL (POS),AVERAGE (POS),F-SCORE (POS),PRECISION (NEG),RECALL (NEG),AVERAGE (NEG),F-SCORE (NEG),PRECISION,RECALL,AVERAGE,F-SCORE
10,UNI+BI-GRAMS,0.75,Training,3998,3998,0,3998,0,7996,3998,3998,0.0,0,0.0,0.0,0,0.5,1.0,0.75,0.6666666666666666,0.5,0.5,0.5,0.5
10,UNI+BI-GRAMS,0.75,Test,1333,1333,0,1333,0,2666,1333,1333,0.0,0,0.0,0.0,0,0.5,1.0,0.75,0.6666666666666666,0.5,0.5,0.5,0.5
100,UNI+BI-GRAMS,0.75,Training,7934,62,3981,3953,4026,3970,3998,3998,0.9845401064714449,0.988822652757079,0.9957478739369685,0.9922852633470238,0.9922731804586241,0.9957178841309824,0.988744372186093,0.9922311281585376,0.992218875502008,0.9922461230615308,0.9922461230615308,0.9922461230615308,0.9922461230615308
100,UNI+BI-GRAMS,0.75,Test,1656,1010,1123,533,1923,743,1333,1333,0.3368578453690692,0.5839833593343734,0.8424606151537885,0.7132219872440809,0.6898034398034398,0.7173620457604307,0.39984996249062266,0.5586060041255267,0.5134874759152216,0.6211552888222055,0.6211552888222055,0.6211552888222055,0.6211552888222055
1000,UNI+BI-GRAMS,0.75,Training,7963,33,3976,3987,3987,4009,3998,3998,0.9917610130728195,0.9972410333584149,0.9944972486243121,0.9958691409913635,0.9958672510958047,0.9945123472187578,0.9972486243121561,0.995880485765457,0.9958786062195578,0.9958729364682342,0.9958729364682342,0.9958729364682342,0.9958729364682342
1000,UNI+BI-GRAMS,0.75,Test,1678,988,1120,558,1895,771,1333,1333,0.35171583593572814,0.5910290237467019,0.8402100525131283,0.7156195381299151,0.6939281288723668,0.7237354085603113,0.4186046511627907,0.571170029861551,0.5304182509505704,0.6294073518379595,0.6294073518379595,0.6294073518379595,0.6294073518379595
10,UNI+BI-GRAMS,0.5,Training,4073,3923,3328,745,6581,1415,3998,3998,0.15511507629752844,0.5056982221546877,0.832416208104052,0.6690572151293699,0.629170999149258,0.5265017667844523,0.1863431715857929,0.35642246918512255,0.2752632551265472,0.5093796898449224,0.5093796898449224,0.5093796898449224,0.5093796898449224
10,UNI+BI-GRAMS,0.5,Test,1371,1295,773,598,1508,1158,1333,1333,0.2601479327071078,0.5125994694960212,0.5798949737434359,0.5462472216197285,0.5441745864132348,0.5164075993091537,0.4486121530382596,0.48250987617370666,0.4801284624648735,0.5142535633908477,0.5142535633908477,0.5142535633908477,0.5142535633908477
100,UNI+BI-GRAMS,0.5,Training,7918,78,3981,3937,4042,3954,3998,3998,0.9805551224837031,0.9849084611578427,0.9957478739369685,0.9903281675474056,0.9902985074626866,0.9957005563985837,0.9847423711855928,0.9902214637920883,0.9901911468812876,0.9902451225612806,0.9902451225612806,0.9902451225612806,0.9902451225612806
100,UNI+BI-GRAMS,0.5,Test,1708,958,1087,621,1799,867,1333,1333,0.37989261006174274,0.6042245692051139,0.8154538634658665,0.7098392163354902,0.694125159642401,0.7162629757785467,0.46586646661665415,0.5910647211976005,0.5645454545454545,0.6406601650412603,0.6406601650412603,0.6406601650412603,0.6406601650412603
1000,UNI+BI-GRAMS,0.5,Training,7968,28,3983,3985,3996,4000,3998,3998,0.9930086979457712,0.9967467467467468,0.996248124062031,0.996497435404389,0.9964973730297723,0.99625,0.9967483741870935,0.9964991870935467,0.9964991247811953,0.9964982491245623,0.9964982491245623,0.9964982491245623,0.9964982491245623
1000,UNI+BI-GRAMS,0.5,Test,1623,1043,337,1286,384,2282,1333,1333,0.24389930941099866,0.8776041666666666,0.2528132033008252,0.5652086849837459,0.39254513686662784,0.5635407537248028,0.9647411852963241,0.7641409695105634,0.7114799446749654,0.6087771942985747,0.6087771942985747,0.6087771942985747,0.6087771942985747
10,UNI+BI-GRAMS,0.25,Training,3998,3998,0,3998,0,7996,3998,3998,0.0,0,0.0,0.0,0,0.5,1.0,0.75,0.6666666666666666,0.5,0.5,0.5,0.5
10,UNI+BI-GRAMS,0.25,Test,1333,1333,0,1333,0,2666,1333,1333,0.0,0,0.0,0.0,0,0.5,1.0,0.75,0.6666666666666666,0.5,0.5,0.5,0.5
100,UNI+BI-GRAMS,0.25,Training,7873,123,3884,3989,3893,4103,3998,3998,0.9692988064817801,0.9976881582327254,0.9714857428714357,0.9845869505520806,0.9844126219744012,0.9722154521082135,0.9977488744372186,0.984982163272716,0.9848166892976176,0.9846173086543272,0.9846173086543272,0.9846173086543272,0.9846173086543272
100,UNI+BI-GRAMS,0.25,Test,1637,1029,382,1255,460,2206,1333,1333,0.26980300964213294,0.8304347826086956,0.2865716429107277,0.5585032127597116,0.4261015058561071,0.5689029918404351,0.9414853713428357,0.7551941815916354,0.7092398982763491,0.6140285071267817,0.6140285071267817,0.6140285071267817,0.6140285071267817
1000,UNI+BI-GRAMS,0.25,Training,7959,37,3970,3989,3979,4017,3998,3998,0.9907611384481636,0.9977381251570746,0.9929964982491246,0.9953673117030997,0.9953616647862604,0.9930296240975852,0.9977488744372186,0.9953892492674019,0.9953836556456643,0.9953726863431716,0.9953726863431716,0.9953726863431716,0.9953726863431716
1000,UNI+BI-GRAMS,0.25,Test,1677,989,548,1129,752,1914,1333,1333,0.3481883223994296,0.7287234042553191,0.4111027756939235,0.5699130899746213,0.5256594724220623,0.589864158829676,0.8469617404351087,0.7184129496323923,0.6954111487526948,0.6290322580645161,0.6290322580645161,0.6290322580645161,0.6290322580645161
