Max Iterations,Feature Set,Learning Rate,Type Set,MATCHES,MISMATCHES,TRUE POSITIVES,TRUE NEGATIVES,PREDICTED POSITIVES,PREDICTED NEGATIVES,ACTUAL POSITIVES,ACTUAL NEGATIVES,ACCURACY,PRECISION (POS),RECALL (POS),AVERAGE (POS),F-SCORE (POS),PRECISION (NEG),RECALL (NEG),AVERAGE (NEG),F-SCORE (NEG),PRECISION,RECALL,AVERAGE,F-SCORE
100,5-GRAMS,0.25,Test,1291,1266,1281,10,2542,15,1333,1224,0.007851227512760543,0.503933910306845,0.9609902475618904,0.7324620789343677,0.6611612903225806,0.6666666666666666,0.008169934640522876,0.33741830065359474,0.016142050040355127,0.5048885412592883,0.5048885412592883,0.5048885412592883,0.5048885412592883
1000,5-GRAMS,0.25,Training,7441,217,3841,3600,4058,3600,3998,3660,0.9449806870648438,0.9465253819615574,0.9607303651825913,0.9536278735720743,0.9535749751737835,1.0,0.9836065573770492,0.9918032786885246,0.9917355371900827,0.9716636197440585,0.9716636197440585,0.9716636197440585,0.9716636197440585
1000,5-GRAMS,0.25,Test,1288,1269,1281,7,2545,12,1333,1224,0.0054958592589323795,0.5033398821218075,0.9609902475618904,0.732165064841849,0.6606498194945848,0.5833333333333334,0.005718954248366013,0.2945261437908497,0.011326860841423949,0.5037152913570591,0.5037152913570591,0.5037152913570591,0.5037152913570591
10,6-GRAMS,1,Training,5212,2188,1529,3683,1529,5871,3998,3402,0.41403028086647675,1.0,0.38244122061030517,0.6912206103051526,0.5532838791387733,0.6273207290069834,1.0825984714873604,0.854959600247172,0.7943491858082604,0.7043243243243243,0.7043243243243243,0.7043243243243243,0.7043243243243243
10,6-GRAMS,1,Test,1225,1231,2,1223,5,2451,1333,1123,0.0016339792873418712,0.4,0.0015003750937734434,0.20075018754688673,0.0029895366218236174,0.4989800081599347,1.0890471950133571,0.7940136015866459,0.6843872411863458,0.4987785016286645,0.4987785016286645,0.4987785016286645,0.4987785016286645
100,6-GRAMS,1,Training,7000,400,3317,3683,3317,4083,3998,3402,0.898193879420604,1.0,0.8296648324162081,0.9148324162081041,0.9069036226930964,0.9020328190056331,1.0825984714873604,0.9923156452464967,0.9841015364061456,0.9459459459459459,0.9459459459459459,0.9459459459459459,0.9459459459459459
100,6-GRAMS,1,Test,1226,1230,2,1224,4,2452,1333,1123,0.0016353153292775553,0.5,0.0015003750937734434,0.2507501875468867,0.002991772625280479,0.499184339314845,1.0899376669634906,0.7945610031391678,0.6847552447552447,0.499185667752443,0.499185667752443,0.499185667752443,0.499185667752443
1000,6-GRAMS,1,Training,7332,68,3649,3683,3649,3751,3998,3402,0.9880945028657775,1.0,0.9127063531765883,0.9563531765882942,0.9543611873937492,0.9818715009330845,1.0825984714873604,1.0322349862102225,1.029777715643786,0.9908108108108108,0.9908108108108108,0.9908108108108108,0.9908108108108108
1000,6-GRAMS,1,Test,1226,1230,2,1224,4,2452,1333,1123,0.0016353153292775553,0.5,0.0015003750937734434,0.2507501875468867,0.002991772625280479,0.499184339314845,1.0899376669634906,0.7945610031391678,0.6847552447552447,0.499185667752443,0.499185667752443,0.499185667752443,0.499185667752443
10,6-GRAMS,0.75,Training,4922,2478,3714,1208,6189,1211,3998,3402,0.32986157981989234,0.6000969461948619,0.9289644822411206,0.7645307142179912,0.7291646215765191,0.9975227085053675,0.3550852439741329,0.6763039762397502,0.5237372642531974,0.6651351351351351,0.6651351351351351,0.6651351351351351,0.6651351351351351
10,6-GRAMS,0.75,Test,1232,1224,1229,3,2452,4,1333,1123,0.002462993308433965,0.5012234910277324,0.921980495123781,0.7116019930757567,0.6494055482166446,0.75,0.0026714158504007124,0.3763357079252004,0.005323868677905946,0.501628664495114,0.501628664495114,0.501628664495114,0.501628664495114
100,6-GRAMS,0.75,Training,6945,455,3262,3683,3262,4138,3998,3402,0.8833007038498674,1.0,0.8159079539769885,0.9079539769884942,0.8986225895316804,0.890043499275012,1.0825984714873604,0.9863209853811863,0.9769230769230769,0.9385135135135135,0.9385135135135135,0.9385135135135135,0.9385135135135135
100,6-GRAMS,0.75,Test,1224,1232,1,1223,4,2452,1333,1123,0.0008169896436709356,0.25,0.0007501875468867217,0.12537509377344336,0.0014958863126402395,0.49877650897226755,1.0890471950133571,0.7939118519928123,0.6841958041958043,0.498371335504886,0.498371335504886,0.498371335504886,0.498371335504886
1000,6-GRAMS,0.75,Training,7313,87,3630,3683,3630,3770,3998,3402,0.9829495876686138,1.0,0.9079539769884942,0.9539769884942471,0.9517566858940745,0.9769230769230769,1.0825984714873604,1.0297607742052186,1.0270496374790854,0.9882432432432432,0.9882432432432432,0.9882432432432432,0.9882432432432432
1000,6-GRAMS,0.75,Test,1226,1230,3,1223,6,2450,1333,1123,0.0024509689310128068,0.5,0.002250562640660165,0.2511252813203301,0.004480955937266617,0.49918367346938775,1.0890471950133571,0.7941154342413724,0.6845787853344528,0.499185667752443,0.499185667752443,0.499185667752443,0.499185667752443
10,6-GRAMS,0.5,Training,4769,2631,1211,3558,1336,6064,3998,3402,0.31679111160518536,0.906437125748503,0.3029014507253627,0.6046692882369329,0.45406824146981617,0.5867414248021108,1.0458553791887126,0.8162984019954117,0.7517430804986267,0.6444594594594595,0.6444594594594595,0.6444594594594595,0.6444594594594595
10,6-GRAMS,0.5,Test,1225,1231,1,1224,3,2453,1333,1123,0.0008176576646387777,0.3333333333333333,0.0007501875468867217,0.16704176044011002,0.001497005988023952,0.49898083978801466,1.0899376669634906,0.7944592533757526,0.6845637583892618,0.4987785016286645,0.4987785016286645,0.4987785016286645,0.4987785016286645
100,6-GRAMS,0.5,Training,6794,606,3111,3683,3111,4289,3998,3402,0.8424121672829361,1.0,0.7781390695347674,0.8890695347673837,0.8752285834857223,0.8587083236185591,1.0825984714873604,0.9706533975529598,0.9577428162787675,0.9181081081081081,0.9181081081081081,0.9181081081081081,0.9181081081081081
100,6-GRAMS,0.5,Test,1227,1229,3,1224,5,2451,1333,1123,0.002452972993916333,0.6,0.002250562640660165,0.30112528132033006,0.004484304932735426,0.49938800489596086,1.0899376669634906,0.7946628359297258,0.684946838276441,0.4995928338762215,0.4995928338762215,0.4995928338762215,0.4995928338762215
1000,6-GRAMS,0.5,Training,7304,96,3717,3587,3813,3587,3998,3402,0.9802725436792471,0.974822974036192,0.9297148574287144,0.9522689157324532,0.9517347330687492,1.0,1.0543797766019989,1.0271898883009993,1.0264701674059238,0.987027027027027,0.987027027027027,0.987027027027027,0.987027027027027
1000,6-GRAMS,0.5,Test,1232,1224,1229,3,2452,4,1333,1123,0.002462993308433965,0.5012234910277324,0.921980495123781,0.7116019930757567,0.6494055482166446,0.75,0.0026714158504007124,0.3763357079252004,0.005323868677905946,0.501628664495114,0.501628664495114,0.501628664495114,0.501628664495114
10,6-GRAMS,0.25,Training,3768,3632,176,3592,267,7133,3998,3402,0.046480618322094616,0.6591760299625468,0.04402201100550275,0.35159902048402475,0.08253223915592028,0.5035749334081032,1.0558495002939448,0.779712216851024,0.6819174181300427,0.5091891891891892,0.5091891891891892,0.5091891891891892,0.5091891891891892
10,6-GRAMS,0.25,Test,1226,1230,1,1225,2,2454,1333,1123,0.0008183256856066199,0.5,0.0007501875468867217,0.25037509377344336,0.00149812734082397,0.4991850040749796,1.0908281389136243,0.795006571494302,0.6849315068493151,0.499185667752443,0.499185667752443,0.499185667752443,0.499185667752443
100,6-GRAMS,0.25,Training,6459,941,2776,3683,2776,4624,3998,3402,0.7516991888066314,1.0,0.6943471735867934,0.8471735867933967,0.8196043696486567,0.7964965397923875,1.0825984714873604,0.939547505639874,0.917767256416646,0.8728378378378379,0.8728378378378379,0.8728378378378379,0.8728378378378379
100,6-GRAMS,0.25,Test,1227,1229,3,1224,5,2451,1333,1123,0.002452972993916333,0.6,0.002250562640660165,0.30112528132033006,0.004484304932735426,0.49938800489596086,1.0899376669634906,0.7946628359297258,0.684946838276441,0.4995928338762215,0.4995928338762215,0.4995928338762215,0.4995928338762215
1000,6-GRAMS,0.25,Training,7214,186,3531,3683,3531,3869,3998,3402,0.956141871641288,1.0,0.883191595797899,0.9415957978989495,0.9379731704077566,0.9519255621607651,1.0825984714873604,1.0172620168240627,1.0130656030807317,0.9748648648648649,0.9748648648648649,0.9748648648648649,0.9748648648648649
1000,6-GRAMS,0.25,Test,1228,1228,4,1224,6,2450,1333,1123,0.0032706306585551107,0.6666666666666666,0.003000750187546887,0.33483370842710675,0.005974607916355489,0.4995918367346939,1.0899376669634906,0.7947647518490922,0.6851385390428211,0.5,0.5,0.5,0.5
