
Training
(1, 1, 0.9989984712696851)
(1, 1, 0.9993664105510965)
(1, 1, 0.9997925913462348)
(1, 1, 0.9984897270451386)
(1, 1, 0.9991200370868956)
(1, 1, 0.9998778685623706)
(1, 1, 0.9999993945418943)
(1, 1, 0.999199020183376)
(1, 1, 0.9993285463071209)
(1, 1, 0.9999999999983806)
(1, 1, 0.9997568579071356)
(1, 1, 0.9999713676236912)
(1, 1, 0.9999924913712367)
(1, 1, 0.9999783438400583)
(1, 1, 0.9978911840473256)
(1, 1, 0.9999997192572281)
(1, 1, 0.998766455026868)
(1, 1, 0.9999995708096973)
(1, 1, 0.99983782452419)
(1, 1, 0.9999999959419887)
(1, 1, 0.999964617406081)
(1, 1, 0.9999452220546271)
(1, 1, 0.9999999352446483)
(1, 1, 0.9999978565971291)
(1, 1, 0.9991659897953712)
(1, 1, 0.9976599481831762)
(1, 1, 0.999917611845404)
(1, 1, 0.9999999950927085)
(1, 1, 0.9998310858399341)
(1, 1, 0.999988496217764)
(1, 1, 0.9989582176042011)
(1, 1, 0.9999999881122511)
(1, 1, 0.9991604371550601)
(1, 1, 0.999983440766515)
(1, 1, 0.999989368044271)
(1, 1, 0.9999964763200854)
(1, 1, 0.9999999995329605)
(1, 1, 0.9994064385187059)
(1, 1, 0.999999146177682)
(1, 1, 0.9994861024322239)
(1, 1, 0.9994067151618795)
(1, 1, 0.9990752179696251)
(1, 1, 0.9999750287682975)
(1, 1, 0.9999997630088446)
(1, 1, 0.9999990179345367)
(1, 1, 0.9999102786724922)
(1, 1, 0.9999993568094372)
(1, 1, 0.9999999822218458)
(1, 1, 0.9996980871213583)
(1, 1, 0.9997833313267888)
(1, 1, 0.9989981895424986)
(1, 1, 0.999687993419363)
(1, 1, 0.9999405392267265)
(1, 1, 0.9999999999566687)
(1, 1, 0.9999073195533429)
(1, 1, 0.9992235149952929)
(1, 1, 0.9996234460759381)
(1, 1, 0.9997157178070518)
(1, 1, 0.9999999804857796)
(1, 1, 0.999999990455604)
(1, 1, 0.9998970104930424)
(1, 1, 0.9994519356449999)
(1, 1, 0.9994921034433787)
(1, 1, 0.9999657821440634)
(1, 1, 0.9999996153574878)
(1, 1, 0.9999632536509118)
(1, 1, 0.9999398645511005)
(1, 1, 0.9992757571736417)
(1, 1, 0.9997520355276943)
(1, 1, 0.9994218268981448)
(1, 1, 0.999999908593585)
(1, 1, 0.9999999646571159)
(1, 1, 0.9999999977179652)
(1, 1, 0.9999999997827376)
(1, 1, 0.9994015439136382)
(1, 1, 0.9999999999792979)
(1, 1, 0.9999379575242451)
(1, 1, 0.9985739199442827)
(1, 1, 0.9999999723502063)
(1, 1, 0.9997083073327104)
(1, 1, 0.9987282809935942)
(1, 1, 0.9999999991117774)
(1, 1, 0.9999999877291946)
(1, 1, 0.9993929543931458)
(1, 1, 0.9989982575675714)
(1, 1, 0.9999617735171528)
(1, 1, 0.9999999999990632)
(1, 1, 0.9995979107256863)
(1, 1, 0.9993112249815465)
(1, 1, 0.9985693405920454)
(1, 1, 0.9999999968797824)
(1, 1, 0.9999466013596624)
(1, 1, 0.9999999964450712)
(1, 1, 0.9996738984375945)
(1, 1, 0.999741310138074)
(1, 1, 0.9995773470017588)
(1, 1, 0.9994213086186365)
(1, 1, 0.9999988733521236)
(1, 1, 0.9988532732085114)
(1, 1, 0.9996384678332729)
(1, 1, 0.9993684785395062)
(1, 1, 0.9996434748162699)
(1, 1, 0.9999999996453526)
(1, 1, 0.9991381304486318)
(1, 1, 0.9999999885695975)
(1, 1, 0.9986080024261843)
(1, 1, 0.9993033253571922)
(1, 1, 0.9999470395713652)
(1, 1, 0.9999999999578579)
(1, 1, 0.9999999977372263)
(1, 1, 0.999530506278807)
