
Training
(1, 0, 0.30229432325963124)
(1, 0, 0.3018228346967421)
(1, 0, 0.38579997406903316)
(1, 0, 0.5569830249497633)
(1, 0, 0.29258562684637984)
(1, 0, 0.28398473944992125)
(1, 0, 0.47858007076632164)
(1, 0, 0.3051071436815278)
(1, 0, 0.2990680451614931)
(1, 0, 0.29640071904544046)
(1, 1, 0.5962000081639502)
(1, 0, 0.25242917808865334)
(1, 0, 0.5293910129072305)
(1, 0, 0.49640325059378076)
(1, 0, 0.38571957647885324)
(1, 0, 0.31573958720732725)
(1, 0, 0.2855147257333332)
(1, 1, 0.614190383129052)
(1, 0, 0.31726733237342225)
(1, 0, 0.22101494561737364)
(1, 0, 0.37535905964341637)
(1, 0, 0.3099445194985118)
(1, 0, 0.36544858152541515)
(1, 0, 0.3843476674966803)
(1, 0, 0.40639877419255405)
(1, 0, 0.5053791723576033)
(1, 0, 0.4765996245092518)
(1, 0, 0.30855194099308325)
(1, 0, 0.30190542637241724)
(1, 0, 0.2942171899224678)
(1, 0, 0.37993524094348774)
(1, 1, 0.6046589408179114)
(1, 0, 0.4716892487358555)
(1, 0, 0.3372427098127805)
(1, 0, 0.29887870448858084)
(1, 0, 0.2780584713041267)
(1, 0, 0.30335131341068144)
(1, 0, 0.2811757916723786)
(1, 0, 0.30227546564217683)
(1, 0, 0.2974904121805265)
(1, 0, 0.2864197731168507)
(1, 0, 0.30039992897770257)
(1, 0, 0.341298733115485)
(1, 0, 0.3018637485932856)
(1, 0, 0.5302291579736549)
(1, 0, 0.3011838920289886)
(1, 1, 0.5644322829614342)
(1, 0, 0.34982921151469576)
(1, 1, 0.73466505091847)
(1, 0, 0.3012496473345258)
(1, 0, 0.26794761118293525)
(1, 0, 0.2889280470984682)
(1, 0, 0.30662276073798256)
(1, 0, 0.29939233394292863)
(1, 0, 0.30259073856635493)
(1, 0, 0.5484852967761449)
(1, 0, 0.26780531045187317)
(1, 0, 0.30361385106101607)
(1, 0, 0.30256130006131526)
(1, 0, 0.32647455860475466)
(1, 0, 0.19233418934317426)
(1, 0, 0.28944753048596233)
(1, 0, 0.2951915477562439)
(1, 0, 0.29621583238035043)
(1, 0, 0.3159231452731567)
(1, 0, 0.34284162900701365)
(1, 0, 0.3088328455750126)
(1, 0, 0.4113668318263408)
(1, 0, 0.3291362952330629)
(1, 0, 0.3362579266475806)
